Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Absorbency level (product.metafields.shopify.absorbency-level),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Attachment type (product.metafields.shopify.attachment-type),Bedding size (product.metafields.shopify.bedding-size),Body area (product.metafields.shopify.body-area),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Compatible patient profile (product.metafields.shopify.compatible-patient-profile),Control type (product.metafields.shopify.control-type),Diaper size (product.metafields.shopify.diaper-size),Diaper type (product.metafields.shopify.diaper-type),Display technology (product.metafields.shopify.display-technology),Disposable glove features (product.metafields.shopify.disposable-glove-features),Evaporation technology (product.metafields.shopify.evaporation-technology),Fabric (product.metafields.shopify.fabric),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Handwear material (product.metafields.shopify.handwear-material),Material (product.metafields.shopify.material),Mobility/Accessibility equipment features (product.metafields.shopify.mobility-accessibility-equipment-features),Mounting type (product.metafields.shopify.mounting-type),Nebulizer design (product.metafields.shopify.nebulizer-design),Nebulizer technology (product.metafields.shopify.nebulizer-technology),Power source (product.metafields.shopify.power-source),Size (product.metafields.shopify.size),Stair lifts control type (product.metafields.shopify.stair-lifts-control-type),Staircase type (product.metafields.shopify.staircase-type),Support/Brace material (product.metafields.shopify.support-brace-material),Target gender (product.metafields.shopify.target-gender),Temperature measurement (product.metafields.shopify.temperature-measurement),Test sample (product.metafields.shopify.test-sample),Transfer boards surface type (product.metafields.shopify.transfer-boards-surface-type),Treatment objective (product.metafields.shopify.treatment-objective),Usage type (product.metafields.shopify.usage-type),Wheelchair type (product.metafields.shopify.wheelchair-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
clavicle-brace,Vissco clavicle brace,"<h3 class=""Dtitle"" data-mce-fragment=""1"">PUT IT ON FOR</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Clavicle fracture</li>
<li data-mce-fragment=""1"">Acromioclavicular joint and sterno-clavicular joint injury</li>
<li data-mce-fragment=""1"">Posture correction in case of stooped shoulder</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">THE EXTRA BOOST</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Optimal support to clavicle and acromioclavicular joint</li>
<li data-mce-fragment=""1"">Maintains correct posture of shoulder</li>
<li data-mce-fragment=""1"">Special soft padding to reduce pressure on shoulder &amp; axilla</li>
<li data-mce-fragment=""1"">Triangular pattern for two way adjustment at the back</li>
<li data-mce-fragment=""1"">Easy and comfortable to use</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">FOR MAXIMUM BENEFIT</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Wear around your shoulders so the round ring comes between the shoulder blades</li>
<li data-mce-fragment=""1"">The soft padding should be over the clavicle. Pull and fasten the velcro for the required firmness</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">PRODUCT CARE</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Hand wash with mild detergent and water at room temperature</li>
<li data-mce-fragment=""1"">Dry in shade on a flat surface</li>
<li data-mce-fragment=""1"">Do not dry clean.</li>
</ul>
<p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0291/4949/5374/files/Trusted_by_doctors_ce694e5d-ab92-4a78-806f-0fc0cd7ed6a0_480x480.jpg?v=1655963555""></p>",Vissco,Uncategorized,Hand and Shoulder,"Brand_Vissco, Hand & Shoulder, Orthopaedics, Price_ 0 - 500",true,Title,Default Title,,,,,,,,'0802,0.0,shopify,0,continue,manual,384.00,490.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/na-clavicle-brace-child_f67d1b8f-0a14-42c4-8695-f197a14ee490.jpg?v=1743247123,1,Vissco clavicle brace - AeonCare,false,Buy now Vissco clavicle brace at Aeoncare.in at best price in India.,Aeoncare.in ::: Buy Vissco clavicle brace keeps the collarbone area immobilized after a simple break or fracture so the bone can heal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
clavicle-brace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0802_b-300x588.jpg?v=1743247123,2,Vissco clavicle brace - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clavicle-brace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0802_d-300x300.jpg?v=1743247124,3,Vissco clavicle brace - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clavicle-brace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0802_m-300x300.jpg?v=1743247126,4,Vissco clavicle brace - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clavicle-brace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0802_s-1-300x300.jpg?v=1743247126,5,Vissco clavicle brace - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shoulder-immobilizer,Vissco Shoulder Immobilizer,"<h3 data-mce-fragment=""1"" class=""Dtitle"">About the Product :<br>
</h3>
<p><span>The shoulder immobilizer you have been given is designed </span>to support your arm, but also to protect you from doing certain motions.</p>
<h3><b>Who can use :</b></h3>
<ul data-mce-fragment=""1"" class=""productdata"">
<li data-mce-fragment=""1"">Postoperative immobilization of the shoulder joint</li>
<li data-mce-fragment=""1"">Shoulder dislocation</li>
<li data-mce-fragment=""1"">Rotator cuff injury</li>
<li data-mce-fragment=""1"">Scapular fractures</li>
</ul>
<h3 data-mce-fragment=""1"" class=""Dtitle"">Benefits :<br>
</h3>
<ul data-mce-fragment=""1"" class=""productdata"">
<li data-mce-fragment=""1"">Made from breathable, soft, lightweight and skin friendly fabrict</li>
<li data-mce-fragment=""1"">Inner layer bonded with cotton fabric for coolness and comfort</li>
<li data-mce-fragment=""1"">Flexible strap system allows adjustment and limitation of movement at the shoulder joint</li>
<li data-mce-fragment=""1"">Cushioning pad provided to ease pressure on the neck</li>
<li data-mce-fragment=""1"">Insert your hand through the sling and place around your neck</li>
<li data-mce-fragment=""1"">Adjust the angle of the sling to the resting position of the shoulder</li>
<li data-mce-fragment=""1"">Wrap and lock the broad strap around the injured hand and chest</li>
<li data-mce-fragment=""1"">Use this product under the strict guidance of a physician or qualified doctor</li>
</ul>
<h3 data-mce-fragment=""1"" class=""Dtitle"">Product care :</h3>
<ul data-mce-fragment=""1"" class=""productdata"">
<li data-mce-fragment=""1"">Hand wash with mild detergent and water at room temperature</li>
<li data-mce-fragment=""1"">Dry in shade on a flat surface</li>
<li data-mce-fragment=""1"">Do not dry clean</li>
<li data-mce-fragment=""1"">Do not Iron or Bleach</li>
</ul>",Vissco,Uncategorized,Hand and Shoulder,"Brand_Vissco, Hand & Shoulder, Orthopaedics, Price_ 0 - 500",false,Size,S,,,,,,,,'0806,0.0,shopify,0,continue,manual,470.00,650.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/VisscoShoulderImmobilizer.jpg?v=1743247116,1,Vissco Shoulder Immobilizer - AeonCare,false,Buy Vissco Shoulder Immobilizer for best price in India at Aeoncare.in,Vissco Shoulder Immobilizer is used to keep your arm from moving while your shoulder heals. It is different from a sling because it keeps your arm close to your body. Order it now on Aeoncare.in for best price.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
shoulder-immobilizer,,,,,,,,,M,,,,,,,,'0806,0.0,shopify,0,continue,manual,470.00,650.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0806_b-300x576.jpg?v=1743247117,2,Vissco Shoulder Immobilizer - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shoulder-immobilizer,,,,,,,,,L,,,,,,,,'0806,0.0,shopify,0,continue,manual,470.00,650.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0806_2.jpg?v=1743247118,3,Vissco Shoulder Immobilizer - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shoulder-immobilizer,,,,,,,,,XL,,,,,,,,'0806,0.0,shopify,0,continue,manual,499.00,690.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0806_d_1-300x300.jpg?v=1743247119,4,Vissco Shoulder Immobilizer - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shoulder-immobilizer,,,,,,,,,XXL,,,,,,,,'0806,0.0,shopify,0,continue,manual,499.00,690.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0806_m_1-300x300.jpg?v=1743247120,5,Vissco Shoulder Immobilizer - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shoulder-immobilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0806_s-300x300.jpg?v=1743247121,6,Vissco Shoulder Immobilizer - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arm-pouch-sling,Vissco Arm Pouch Sling,"<div id=""middlewrapper"" class=""main-container col1-layout"" data-mce-fragment=""1"">
<div id=""inner-wrapper"" data-mce-fragment=""1"">
<div class=""main"" data-mce-fragment=""1"">
<div class=""col-main"" data-mce-fragment=""1"">
<div class=""product-view"" data-mce-fragment=""1"">
<div class=""product-collateral toggle-content tabs"" data-mce-fragment=""1"">
<dl id=""collateral-tabs"" class=""collateral-tabs"" data-mce-fragment=""1"">
<dd class=""tab-container current"" data-mce-fragment=""1"">
<div class=""tab-content"" data-mce-fragment=""1"">
<div class=""std"" data-mce-fragment=""1"">
<h3 class=""Dtitle"" data-mce-fragment=""1"">PUT IT ON FOR</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Postoperative immobilization of the shoulder joint</li>
<li data-mce-fragment=""1"">Shoulder dislocation</li>
<li data-mce-fragment=""1"">Muscle and Tendon injuries</li>
<li data-mce-fragment=""1"">Soft tissue injuries</li>
<li data-mce-fragment=""1"">Fracture Humerus</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">THE EXTRA BOOST</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Made from a breathable, soft, lightweight and skin friendly material</li>
<li data-mce-fragment=""1"">Inner layer bonded with cotton fabric for coolness and comfort</li>
<li data-mce-fragment=""1"">Adjustable strap to ease adjustment</li>
<li data-mce-fragment=""1"">Thumb holder provided for better grip and comfort</li>
<li data-mce-fragment=""1"">Cushioning pad provided to ease pressure on the neck</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">FOR MAXIMUM BENEFIT</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Place your arm inside the sling</li>
<li data-mce-fragment=""1"">Tighten and lock the Velcro on the strap to a comfortable resting height and angle of the arm</li>
<li data-mce-fragment=""1"">Use this product under the guidance of a physician or qualified doctor</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">PRODUCT CARE</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Hand wash with mild detergent and water at room temperature</li>
<li data-mce-fragment=""1"">Dry in shade on a flat surface</li>
<li data-mce-fragment=""1"">Do not dry clean</li>
<li data-mce-fragment=""1"">Do not Iron or Bleach</li>
</ul>
<h3 class=""heading""><b>LONG LASTING &amp; BREATHABLE MATERIAL</b></h3>
<p>Made from Latex free durable, skin-friendly &amp; breathable loop elastic material. The product undergoes a special finishing process to make the material last longer with anti-bacterial properties.</p>
<h3 class=""heading""><b>HOW TO WEAR</b></h3>
<p>Place your arm inside the sling. Tighten and fasten the strap to a comfortable resting height and angle of the arm.</p>
<p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0291/4949/5374/files/Trusted_by_doctors_ce694e5d-ab92-4a78-806f-0fc0cd7ed6a0_480x480.jpg?v=1655963555""></p>
</div>
</div>
</dd>
</dl>
</div>
</div>
</div>
</div>
</div>
</div>
<div id=""footerwrapper"" data-mce-fragment=""1"">
<div class=""signup-wrap col-xs-12"" data-mce-fragment=""1""><br></div>
</div>",Vissco,Uncategorized,Hand and Shoulder,"Brand_Vissco, Hand & Shoulder, Orthopaedics, Price_ 0 - 500",true,Size,S,,,,,,,,0805S,0.0,shopify,1,continue,manual,399.00,500.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/0805-ArmPouchSling_01.webp?v=1765966379,1,"",false,Vissco arm pouch sling | Buy at best price at Aeoncare.in,"Externally supports the arm during recuperation form a fracture, sprain or injury.  Order now for best price in India at Aeoncare.in ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
arm-pouch-sling,,,,,,,,,M,,,,,,,,0805M,0.0,shopify,1,continue,manual,399.00,500.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/0805-ArmPouchSling-07.webp?v=1765966379,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
arm-pouch-sling,,,,,,,,,L,,,,,,,,0805L,0.0,shopify,1,continue,manual,399.00,500.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/0805-ArmPouchSling-03.webp?v=1765966379,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
arm-pouch-sling,,,,,,,,,XL,,,,,,,,0805XL,0.0,shopify,1,continue,manual,399.00,500.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0805_b-300x586.jpg?v=1765966379,4,Vissco arm pouch sling - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
arm-pouch-sling,,,,,,,,,XXL,,,,,,,,0805XXL,0.0,shopify,0,deny,manual,399.00,500.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/files/0805-ArmPouchSling-05.webp?v=1765966379,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
arm-pouch-sling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/0805-ArmPouchSling-06.webp?v=1765966379,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arm-pouch-sling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/0805-ArmPouchSling_02.webp?v=1765886705,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arm-pouch-sling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/0805-ArmPouchSling-04.webp?v=1765886517,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vissco-adv-lumbo-sacral-corset-with-double-strap,Vissco Lumbo-Sacral Corset With Double Strap,"<h3 class=""Dtitle"" data-mce-fragment=""1"">About the Product :</h3>
<p class=""h2 product-single__title"">Lumbo Sacral Corset which has Silicone Pressure Pad &amp; Double Straps. <span data-mce-fragment=""1"">Lumbosacral corset is </span>a spinal support widely used for patients suffering from low back pain due to various conditions.</p>
<h3 class=""Dtitle"" data-mce-fragment=""1"">When to Use</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Low Back pain</li>
<li data-mce-fragment=""1"">Muscular imbalances of the lumber spinal area</li>
<li data-mce-fragment=""1"">Spondylosis</li>
<li data-mce-fragment=""1"">Mechanical back pain</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">Benefits Of Use</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Noticeable therapeutic relief for the lumber spine</li>
<li data-mce-fragment=""1"">Supports and reinforces the back muscles</li>
<li data-mce-fragment=""1"">Promotes correct posture</li>
<li data-mce-fragment=""1"">Slightly reduces lordosis and pelvic anterotation</li>
<li data-mce-fragment=""1"">Proprioceptive compression stimulates metabolism, reduces muscular discomfort and eases pain</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">Features</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Advanced Loop Elastic Technology</li>
<li data-mce-fragment=""1"">Skin Friendly</li>
<li data-mce-fragment=""1"">Soft Support</li>
<li data-mce-fragment=""1"">Adjustable Support</li>
<li data-mce-fragment=""1"">Soft Padding</li>
<li data-mce-fragment=""1"">Ergonomic Fit</li>
<li data-mce-fragment=""1"">Anti-Fungal</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">How to Use</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Adjust the padding at the centre of your back and wrap the two arms of the support around the waist</li>
<li data-mce-fragment=""1"">Stretch the arms and fix the Velcro hook on the loop so that the arm with the velcro hook is on the outside</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">Product Care</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Hand wash with mild detergent and water at room temperature</li>
<li data-mce-fragment=""1"">Dry in shade on a flat surface</li>
<li data-mce-fragment=""1"">Do not dry clean</li>
</ul>",Vissco,Uncategorized,Back and Abdomen,"Back & Abdomen, Brand_Vissco, Orthopaedics, Price_ 2001 - 5000+",true,Size,S,,,,,,,,'5104,0.0,shopify,0,continue,manual,2440.00,3380.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/1_cd6b07b5-4ebd-477d-af01-5e6b5545c2a4.jpg?v=1743247109,1,Vissco Lumbo-Sacral Corset With Double Strap - AeonCare,false,Buy Vissco Lumbo-Sacral Corset With Double Strap for best price in India ,Vissco Lumbosacral corset with Double Strap is a spinal support widely used for patients suffering from low back pain due to various conditions. Order it now on our website Aeoncare.in for best price in India.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
vissco-adv-lumbo-sacral-corset-with-double-strap,,,,,,,,,M,,,,,,,,'5104,0.0,shopify,0,continue,manual,2440.00,3380.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/3101_s-1-300x300.jpg?v=1743247109,2,Vissco Lumbo-Sacral Corset With Double Strap - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vissco-adv-lumbo-sacral-corset-with-double-strap,,,,,,,,,L,,,,,,,,'5104,0.0,shopify,0,continue,manual,2440.00,3380.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/5103-300x300.jpg?v=1743247110,3,Vissco Lumbo-Sacral Corset With Double Strap - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vissco-adv-lumbo-sacral-corset-with-double-strap,,,,,,,,,XL,,,,,,,,'5104,0.0,shopify,0,continue,manual,2440.00,3380.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vissco-adv-lumbo-sacral-corset-with-double-strap,,,,,,,,,XXL,,,,,,,,'5104,0.0,shopify,0,continue,manual,2440.00,3380.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sacro-lumbar-belt-10-inch-width-double-strap,"Vissco Sacro Lumbar Belt 10"" Back Double Strap","<h3 class=""Dtitle"" data-mce-fragment=""1"">About the Product :<br>
</h3>
<p>Vissco Sacro Lumbar Belt can help to relieve the symptoms of degenerative disc disorder, lumbosacral spondylolysis, vertebral fracture, and back injuries.</p>
<h3><strong>Who can use :</strong></h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Acute low back pain</li>
<li data-mce-fragment=""1"">Slip disc</li>
<li data-mce-fragment=""1"">Disc herniation</li>
<li data-mce-fragment=""1"">Lumbar spondylosis</li>
<li data-mce-fragment=""1"">Muscle weakness in the lumbar spine</li>
<li data-mce-fragment=""1"">Post-operative support</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">Benefits :</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Loop elastic technology for a perfect fit</li>
<li data-mce-fragment=""1"">Promotes good posture</li>
<li data-mce-fragment=""1"">Supports and reinforces the back muscles</li>
<li data-mce-fragment=""1"">Breathable and skin friendly material to release sweat and permit air flow</li>
<li data-mce-fragment=""1"">10” in width to help tall person having low back pain</li>
<li data-mce-fragment=""1"">Place on lower back and stretch the elastic from both the sides to lock in the front</li>
<li data-mce-fragment=""1"">Stretch and lock the loop elastic for additional reinforcement</li>
</ul>
<h3 class=""Dtitle"" data-mce-fragment=""1"">Product care :</h3>
<ul class=""productdata"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Hand wash with mild detergent and water at room temperature</li>
<li data-mce-fragment=""1"">Dry in shade on a flat surface</li>
<li data-mce-fragment=""1"">Do not dry clean</li>
<li data-mce-fragment=""1"">Do not Iron or Bleach</li>
</ul>",Vissco,Uncategorized,Back and Abdomen,"Back & Abdomen, Brand_Vissco, Orthopaedics",true,Size,S,,,,,,,,'0111,0.0,shopify,0,continue,manual,750.00,1040.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0111_b8c4e519-5696-49d5-91ec-6707faa2a22c.jpg?v=1743247105,1,"Vissco Sacro Lumbar Belt 10"" Back Double Strap - AeonCare",false,"Buy Vissco Sacro Lumbar Belt 10"" Back Double Strap for best price in India","Vissco Sacro Lumbar Belt may also be used to limit bending and twisting and assist in carrying some of the weight the discs normally withstand. Mainly it Supports the Lower back and Corrects Posture & Relieves Back Pain. Order it now on best price in India at Aeoncare.in website.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
sacro-lumbar-belt-10-inch-width-double-strap,,,,,,,,,M,,,,,,,,'0111,0.0,shopify,0,continue,manual,750.00,1040.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0101_d-1-300x300_8d835fbe-aee3-4b59-9abd-f4227c919d08.jpg?v=1743247105,2,"Vissco Sacro Lumbar Belt 10"" Back Double Strap - AeonCare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sacro-lumbar-belt-10-inch-width-double-strap,,,,,,,,,L,,,,,,,,'0111,0.0,shopify,0,continue,manual,750.00,1040.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0101_m-300x300_9d3b50ae-8ad8-4e8b-aa31-4aef0786eeca.jpg?v=1743247106,3,"Vissco Sacro Lumbar Belt 10"" Back Double Strap - AeonCare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sacro-lumbar-belt-10-inch-width-double-strap,,,,,,,,,XL,,,,,,,,'0111,0.0,shopify,0,continue,manual,812.00,1125.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/0101_s-300x300_2ee246d3-cf07-4267-8cc7-a7f77878c358.jpg?v=1743247107,4,"Vissco Sacro Lumbar Belt 10"" Back Double Strap - AeonCare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sacro-lumbar-belt-10-inch-width-double-strap,,,,,,,,,XXL,,,,,,,,'0111,0.0,shopify,0,continue,manual,812.00,1125.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
